#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,mean,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_id,position,sampling_rate
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-04T18:58:47.708Z,97.65774148565217,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-04T21:50:47.709Z,85.42556472647898,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-05T00:42:47.71Z,83.09107655446174,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-05T03:34:47.711Z,86.5823090436695,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-05T06:26:47.712Z,80.64368021321812,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-05T09:18:47.713Z,87.39813370380575,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-05T12:10:47.714Z,92.95834816528236,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-05T15:02:47.715Z,70.50801348542647,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-05T17:54:47.716Z,91.7415648431938,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-05T20:46:47.717Z,83.16319405146744,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-05T23:38:47.718Z,76.89212125109428,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-06T02:30:47.719Z,72.62520934782104,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-06T05:22:47.72Z,77.38016069774848,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-06T08:14:47.721Z,87.61750602002525,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-06T11:06:47.722Z,81.477653554025,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-06T13:58:47.723Z,79.64564664867757,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-06T16:50:47.724Z,83.6423870692929,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-06T19:42:47.725Z,90.61469856553413,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-06T22:34:47.726Z,87.3097572852882,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-07T01:26:47.727Z,75.4697636112116,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-07T04:18:47.728Z,73.89405216759732,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-07T07:10:47.729Z,84.53719036406277,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-07T10:02:47.73Z,86.72715864249004,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-07T12:54:47.731Z,70.10422681269557,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-07T15:46:47.732Z,81.38903440764345,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-07T18:38:47.733Z,84.29893649508452,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-07T21:30:47.734Z,88.23503614715149,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-08T00:22:47.735Z,84.09030442167654,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-08T03:14:47.736Z,82.76768694610791,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-08T06:06:47.737Z,70.9837959362359,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-08T08:58:47.738Z,69.84057575532796,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-08T11:50:47.739Z,91.29849142312685,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-08T14:42:47.74Z,77.71571751571516,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-08T17:34:47.741Z,74.9419667746153,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-08T20:26:47.742Z,86.44284382723374,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-08T23:18:47.743Z,91.4118662103103,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-09T02:10:47.744Z,64.01699850379845,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-09T05:02:47.745Z,81.2305728117599,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-09T07:54:47.746Z,91.20469559187049,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-09T10:46:47.747Z,82.32100621513511,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-09T13:38:47.748Z,69.84856266260327,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-09T16:30:47.749Z,88.86322621576697,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-09T19:22:47.75Z,76.86956944416691,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-09T22:14:47.751Z,85.84852584187058,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-10T01:06:47.752Z,85.79128875317582,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-10T03:58:47.753Z,81.32866035574133,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-10T06:50:47.754Z,74.88433800163955,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-10T09:42:47.755Z,81.9331697854638,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-10T12:34:47.756Z,88.16677596450684,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-10T15:26:47.757Z,71.57595182459299,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-10T18:18:47.758Z,90.62403551521088,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-10T21:10:47.759Z,86.77132838842174,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-11T00:02:47.76Z,71.19513484335057,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-11T02:54:47.761Z,90.54453029770295,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-11T05:46:47.762Z,73.35812460543765,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-11T08:38:47.763Z,84.45325562237456,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-11T11:30:47.764Z,88.55063749196962,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-11T14:22:47.765Z,68.1508008801083,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-11T17:14:47.766Z,83.7293479551781,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-11T20:06:47.767Z,74.78720454710182,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-11T22:58:47.768Z,83.082150318069,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-12T01:50:47.769Z,70.74419187806663,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-12T04:42:47.77Z,79.67721245630831,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-12T07:34:47.771Z,70.82715283458238,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-12T10:26:47.772Z,93.16381989022061,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-12T13:18:47.773Z,70.93478292295931,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-12T16:10:47.774Z,77.91906389618397,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-12T19:02:47.775Z,84.44967026976877,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-12T21:54:47.776Z,76.05619037710612,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-13T00:46:47.777Z,72.87268597517617,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-13T03:38:47.778Z,75.27900362415606,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-13T06:30:47.779Z,74.67936193209691,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-13T09:22:47.78Z,92.41897361913782,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-13T12:14:47.781Z,72.21746238158936,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-13T15:06:47.782Z,64.20760585504785,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-13T17:58:47.783Z,79.50432402766194,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-13T20:50:47.784Z,74.15794242271774,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-13T23:42:47.785Z,79.33576645706994,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-14T02:34:47.786Z,83.47743669667618,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-14T05:26:47.787Z,77.9906019718111,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-14T08:18:47.788Z,74.3690368771562,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-14T11:10:47.789Z,80.01991925445388,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-14T14:02:47.79Z,77.18218644786621,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-14T16:54:47.791Z,78.63682229925323,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-14T19:46:47.792Z,84.81512770368657,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-14T22:38:47.793Z,85.97037728499333,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-15T01:30:47.794Z,73.6343452589878,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-15T04:22:47.795Z,68.74727334169604,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-15T07:14:47.796Z,81.47833902170937,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-15T10:06:47.797Z,80.17263507637522,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-15T12:58:47.798Z,85.45329030886103,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-15T15:50:47.799Z,85.64982560611627,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-15T18:42:47.8Z,81.8260046678398,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-15T21:34:47.801Z,91.9090913702337,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-16T00:26:47.802Z,81.15676402031018,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-16T03:18:47.803Z,89.82769470446097,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-16T06:10:47.804Z,88.97963304639829,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-16T09:02:47.805Z,86.61064048580783,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-16T11:54:47.806Z,76.53372735657165,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-16T14:46:47.807Z,76.33238990091971,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-16T17:38:47.808Z,82.58366710914306,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-16T20:30:47.809Z,75.47893145256232,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-16T23:22:47.81Z,73.5859374414058,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-17T02:14:47.811Z,76.17535897776249,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-17T05:06:47.812Z,81.8020243868041,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-17T07:58:47.813Z,79.80886967465466,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-17T10:50:47.814Z,75.39968834271995,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-17T13:42:47.815Z,80.91935925968941,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-17T16:34:47.816Z,98.07060082746438,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-17T19:26:47.817Z,87.66435452425384,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-17T22:18:47.818Z,80.93503961155905,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-18T01:10:47.819Z,76.30929354229272,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-18T04:02:47.82Z,69.34264202075833,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-18T06:54:47.821Z,73.40202777969218,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-18T09:46:47.822Z,77.15116316080758,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-18T12:38:47.823Z,79.13182474780025,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-18T15:30:47.824Z,74.28380841945112,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-18T18:22:47.825Z,78.87522450625907,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-18T21:14:47.826Z,89.86565682090662,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-19T00:06:47.827Z,75.54993501387067,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-19T02:58:47.828Z,75.43365882329729,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-19T05:50:47.829Z,85.31984403552167,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-19T08:42:47.83Z,95.5663817041899,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-19T11:34:47.831Z,90.56245347232556,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-19T14:26:47.832Z,96.36882915794946,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-19T17:18:47.833Z,80.30412985194026,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-19T20:10:47.834Z,65.16185408553024,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-19T23:02:47.835Z,79.43395749588127,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-20T01:54:47.836Z,91.06229714440157,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-20T04:46:47.837Z,85.60135267829041,sensors_mean,light_tracking,ESP32_1,balcony,5000
,,0,2024-11-01T18:03:13Z,2024-12-14T18:03:13.439Z,2024-11-20T07:38:47.838Z,75.77145162978933,sensors_mean,light_tracking,ESP32_1,balcony,5000
